gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000083086	0.02933238	0	0.099713563	1	NA
ENSMUSG00000083087	0.9711559	0.0004633527	0.050398851	0.7054029	NA
ENSMUSG00000083088	0.3809157	0	0.099713563	1	NA
ENSMUSG00000083090	0.0392667	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083094	0.3829894	-0.001449703	0.111818201	0.5606426	NA
ENSMUSG00000083097	8.819712	0.0003265595	0.02197159	0.5595845	0.9984822
ENSMUSG00000083098	1.309765	-0.001171329	0.073763063	0.5022438	NA
ENSMUSG00000083100	0.7741434	-0.0003982544	0.076876809	0.832715	NA
ENSMUSG00000083101	0.2142839	0.0007301939	0.102078848	0.754709	NA
ENSMUSG00000083104	4.855562	-0.0007514139	0.036715607	0.3617468	0.9984822
ENSMUSG00000083111	62.94812	-0.0004649584	0.014441588	0.4439478	0.9984822
ENSMUSG00000083116	0.6993077	0.002386729	0.089973884	0.2391909	NA
ENSMUSG00000083121	0.7407401	-0.000593595	0.06443168	0.7071135	NA
ENSMUSG00000083122	5.979497	-0.000132361	0.025423938	0.8315006	0.9984822
ENSMUSG00000083137	0.04352309	0	0.099713563	1	NA
ENSMUSG00000083139	3.825968	-0.0003225145	0.034838342	0.6976453	0.9984822
ENSMUSG00000083140	0.02828562	0	0.099713563	1	NA
ENSMUSG00000083141	0.1142539	-0.001265559	0.109235814	0.6053751	NA
ENSMUSG00000083150	0.05444717	0	0.099713563	1	NA
ENSMUSG00000083152	2.32528	0.0005713864	0.038808778	0.5233423	0.9984822
ENSMUSG00000083153	0.05444717	0	0.099713563	1	NA
ENSMUSG00000083154	3.990985	-0.007161506	0.194316478	0.09977453	0.9805731
ENSMUSG00000083157	1.647308	0.0006422902	0.05652197	0.6380191	NA
ENSMUSG00000083159	0.05980673	-0.001265559	0.109235814	0.6053751	NA
ENSMUSG00000083161	0.1565348	0	0.099713563	1	NA
ENSMUSG00000083169	0.3623706	-0.001393877	0.08808249	0.5006877	NA
ENSMUSG00000083170	0.6953399	2.687546e-05	0.097370206	0.9905308	NA
ENSMUSG00000083176	0.08637988	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083179	2.754769	-0.0003468033	0.029667195	0.621163	0.9984822
ENSMUSG00000083183	0.371399	-0.0009899759	0.105553159	0.6788238	NA
ENSMUSG00000083186	0.07208211	0	0.099713563	1	NA
ENSMUSG00000083192	1.84082	-0.0002179466	0.041465846	0.8299799	NA
ENSMUSG00000083193	0.3028877	-0.001265559	0.109235811	0.6053751	NA
ENSMUSG00000083196	0.05980673	-0.001265559	0.109235814	0.6053751	NA
ENSMUSG00000083199	0.4140781	-0.002316909	0.126298501	0.3968539	NA
ENSMUSG00000083207	2.854112	-0.006315841	0.199782933	0.1282179	0.9805731
ENSMUSG00000083209	0.9669882	-0.001117009	0.064429315	0.4568001	NA
ENSMUSG00000083218	0.6765398	-0.001513439	0.084639785	0.4443501	NA
ENSMUSG00000083219	0.04284684	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083220	0.2185804	0	0.099713563	1	NA
ENSMUSG00000083223	0.2348641	-0.001265559	0.109235814	0.6053751	NA
ENSMUSG00000083240	1.80935	-4.959301e-05	0.031951816	0.9492344	NA
ENSMUSG00000083241	0.04285678	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083245	0.5509617	-0.000632871	0.089288982	0.7660574	NA
ENSMUSG00000083246	21.25914	0.0005241124	0.021686316	0.3687161	0.9984822
ENSMUSG00000083250	0.03783412	-0.001108649	0.107243853	0.6464949	NA
ENSMUSG00000083252	0.07489147	0	0.099713563	1	NA
ENSMUSG00000083258	0.2174082	2.255212e-05	0.091633982	0.9917189	NA
ENSMUSG00000083261	4.321377	-0.000645361	0.031286776	0.3694112	0.9984822
ENSMUSG00000083263	0.05630951	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083266	0.4242843	0	0.099713563	1	NA
ENSMUSG00000083268	1.653815	-0.0004446154	0.061159301	0.768627	NA
ENSMUSG00000083270	0.04352309	0	0.099713563	1	NA
ENSMUSG00000083272	0.05444717	0	0.099713563	1	NA
ENSMUSG00000083274	16.03232	-4.468428e-06	0.020946774	0.9933638	0.9996816
ENSMUSG00000083275	0.4099214	-0.001265559	0.109235814	0.6053751	NA
ENSMUSG00000083279	0.3501147	0	0.099713563	1	NA
ENSMUSG00000083282	285.0909	0.0002704492	0.009913606	0.6427161	0.9984822
ENSMUSG00000083283	1.203598	0.0002576937	0.044950899	0.8154149	NA
ENSMUSG00000083284	7.563003	-0.0002961345	0.019277756	0.5770276	0.9984822
ENSMUSG00000083285	0.05980673	-0.001265559	0.109235814	0.6053751	NA
ENSMUSG00000083287	3.884232	-0.001403139	0.06019834	0.2928476	0.9984822
ENSMUSG00000083288	0.0392667	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083305	27.51112	0.001026112	0.03028837	0.1725217	0.9805731
ENSMUSG00000083306	2.263057	0.0002189565	0.045768883	0.846212	0.9984822
ENSMUSG00000083307	25.20814	0.000596945	0.017627964	0.324194	0.9984822
ENSMUSG00000083311	0.5280433	-0.0009533291	0.085835238	0.6417363	NA
ENSMUSG00000083325	3.769621	0.001314359	0.04855266	0.2145932	0.9920521
ENSMUSG00000083326	0.1455024	-0.0003480522	0.100537028	0.8803288	NA
ENSMUSG00000083327	42.67468	0.0002290502	0.013028888	0.6890052	0.9984822
ENSMUSG00000083328	1.137209	1.515076e-05	0.035749238	0.9861979	NA
ENSMUSG00000083332	0.7873794	-0.003182923	0.128741268	0.2642181	NA
ENSMUSG00000083337	0.1177483	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083339	0.3809157	0	0.099713563	1	NA
ENSMUSG00000083340	0.05444717	0	0.099713563	1	NA
ENSMUSG00000083341	0.05630951	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083344	0.4521789	-0.002152968	0.114087647	0.3994033	NA
ENSMUSG00000083353	3.794138	0.002804153	0.078753688	0.1105782	0.9805731
ENSMUSG00000083363	0.05630951	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083364	0.8895137	-0.0001359871	0.066204374	0.9343901	NA
ENSMUSG00000083365	130.9715	-0.08101876	0.668963449	0.004126006	0.3856854
ENSMUSG00000083367	2.155761	-0.0001763491	0.028957001	0.801022	0.9984822
ENSMUSG00000083372	0.08201642	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083374	0.05630951	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083375	0.7916047	0.0002623182	0.050126162	0.8325513	NA
ENSMUSG00000083378	0.2199919	-0.001449703	0.111818206	0.5606425	NA
ENSMUSG00000083379	0.06348594	0	0.099713563	1	NA
ENSMUSG00000083380	28.68999	0.0007985797	0.021220484	0.220281	0.9930713
ENSMUSG00000083382	0.1530518	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083387	0.2199919	-0.001449703	0.111818206	0.5606425	NA
ENSMUSG00000083391	0.220971	-0.001265559	0.109235811	0.6053751	NA
ENSMUSG00000083392	0.4894895	-0.00180369	0.099730918	0.4320377	NA
ENSMUSG00000083394	0.4618324	-0.002379993	0.098408288	0.288044	NA
ENSMUSG00000083396	14.8247	0.0002016719	0.016335527	0.6967737	0.9984822
ENSMUSG00000083397	4.631715	-0.0008969766	0.041994693	0.3354462	0.9984822
ENSMUSG00000083405	39.66987	-4.408203e-05	0.018633153	0.930806	0.9984822
ENSMUSG00000083406	0.1325095	0	0.099713563	1	NA
ENSMUSG00000083410	0.05980673	-0.001265559	0.109235814	0.6053751	NA
ENSMUSG00000083411	2.743164	0.01071935	0.19767649	0.04036912	0.8381571
ENSMUSG00000083412	0.227808	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083413	3.085123	0.0004574415	0.037140697	0.5991183	0.9984822
ENSMUSG00000083414	0.05444717	0	0.099713563	1	NA
ENSMUSG00000083420	19.74464	0.000147639	0.016744034	0.7713785	0.9984822
ENSMUSG00000083421	15.14747	0.0004316252	0.023432603	0.4616866	0.9984822
ENSMUSG00000083422	0.2238396	-0.000461296	0.100790606	0.8421322	NA
ENSMUSG00000083424	5.621832	-20.63397	5.109489573	NA	NA
ENSMUSG00000083435	0.2199919	-0.001449703	0.111818206	0.5606425	NA
ENSMUSG00000083443	1.98294	0.0005121265	0.035549563	0.5332468	0.9984822
ENSMUSG00000083449	0.03783412	-0.001108649	0.107243853	0.6464949	NA
ENSMUSG00000083454	0.9461401	-0.001340246	0.078246359	0.466088	NA
ENSMUSG00000083458	0.2627877	0.0003050738	0.088003522	0.8849493	NA
ENSMUSG00000083460	0.8533068	-0.0007253812	0.068806157	0.6651245	NA
ENSMUSG00000083462	0.3501147	0	0.099713563	1	NA
ENSMUSG00000083465	19.1122	3.996463e-05	0.017448623	0.9363932	0.9984822
ENSMUSG00000083469	0.916343	-0.003236514	0.132032708	0.2650852	NA
ENSMUSG00000083470	0.1293386	0	0.099713563	1	NA
ENSMUSG00000083473	0.2199919	-0.001449703	0.111818206	0.5606425	NA
ENSMUSG00000083474	0.7516909	-0.0004063406	0.069569913	0.8132839	NA
ENSMUSG00000083477	1.614716	0.001243956	0.054773278	0.3041539	NA
ENSMUSG00000083481	0.3166263	-0.0001379927	0.098907386	0.9518971	NA
ENSMUSG00000083482	0.04274973	0	0.099713563	1	NA
ENSMUSG00000083483	0.9051819	0.0008776448	0.063234226	0.5610574	NA
ENSMUSG00000083485	0.05630951	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083496	0.9890795	2.962611e-05	0.036598595	0.9736686	NA
ENSMUSG00000083498	0.4399838	-0.002474548	0.129159317	0.3741279	NA
ENSMUSG00000083499	0.4307019	-0.002013682	0.103904232	0.3962364	NA
ENSMUSG00000083500	2.160286	-0.00559408	0.185393663	0.1490322	0.9805731
ENSMUSG00000083502	0.4988488	0	0.099713563	1	NA
ENSMUSG00000083505	1.147836	-0.00120376	0.076846962	0.5085074	NA
ENSMUSG00000083512	0.05630951	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083520	0.129903	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083533	0.02933238	0	0.099713563	1	NA
ENSMUSG00000083534	1.090636	-0.00114879	0.063332253	0.4327559	NA
ENSMUSG00000083536	4.577913	-0.001036799	0.044966029	0.2945017	0.9984822
ENSMUSG00000083537	0.04274973	0	0.099713563	1	NA
ENSMUSG00000083539	0.2089804	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083542	0.02933238	0	0.099713563	1	NA
ENSMUSG00000083544	0.2176155	0	0.099713563	1	NA
ENSMUSG00000083553	0.0392667	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083554	0.02933238	0	0.099713563	1	NA
ENSMUSG00000083557	0.7119246	0.001119157	0.065538757	0.4649849	NA
ENSMUSG00000083558	584.9201	-0.007646786	0.196426077	NA	NA
ENSMUSG00000083560	0.29433	0.0004454689	0.098388951	0.8451285	NA
ENSMUSG00000083563	177.1888	-0.0009543282	0.020781281	0.1753536	0.9805731
ENSMUSG00000083567	6.357586	-0.0002626402	0.024314965	0.6590451	0.9984822
ENSMUSG00000083569	0.4399838	-0.002474548	0.129159317	0.3741279	NA
ENSMUSG00000083579	1.879124	-0.003072534	0.100353517	0.1745594	0.9805731
ENSMUSG00000083586	0.2273089	0	0.099713563	1	NA
ENSMUSG00000083594	0.4997947	0.00111832	0.10608119	0.6413941	NA
ENSMUSG00000083595	0.1120652	0	0.099713563	1	NA
ENSMUSG00000083596	18.2688	0.0008866162	0.028728334	0.2116501	0.9910895
ENSMUSG00000083603	0.607185	0.001409954	0.089465108	0.5018236	NA
ENSMUSG00000083606	2.41702	-0.005797331	0.190604772	0.1433022	0.9805731
ENSMUSG00000083608	0.409569	4.386893e-05	0.09960519	0.9847666	NA
ENSMUSG00000083610	1.118188	-0.0003215091	0.039003186	0.7319514	NA
ENSMUSG00000083619	0.5998355	0.0004634269	0.073739364	0.7982936	NA
ENSMUSG00000083621	8.544282	-0.0003545686	0.018542771	0.5098449	0.9984822
ENSMUSG00000083623	0.1619377	0	0.099713563	1	NA
ENSMUSG00000083624	0.07566824	-0.001381887	0.110839271	0.5766761	NA
ENSMUSG00000083626	1.520712	0.002875956	0.092596459	0.1657823	NA
ENSMUSG00000083627	0.07285548	0	0.099713563	1	NA
ENSMUSG00000083630	0.05444717	0	0.099713563	1	NA
ENSMUSG00000083633	12.29635	0.000213143	0.020685881	0.6912889	0.9984822
ENSMUSG00000083641	0.05630951	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083646	0.437711	-0.0009862198	0.080428315	0.6091943	NA
ENSMUSG00000083649	1.006308	-0.0003261561	0.054824065	0.8102764	NA
ENSMUSG00000083650	3.76378	-0.0006004008	0.033032558	0.4262636	0.9984822
ENSMUSG00000083657	0.07180871	0	0.099713563	1	NA
ENSMUSG00000083669	1.539693	0.0005884431	0.043102272	0.5586274	NA
ENSMUSG00000083670	0.248463	-0.0008965453	0.09416815	0.6850273	NA
ENSMUSG00000083672	1.181068	-0.003039424	0.104952603	0.2003847	NA
ENSMUSG00000083674	21.05536	-0.0004345236	0.017644548	0.4361136	0.9984822
ENSMUSG00000083678	1.741851	0.0007462304	0.042373254	0.4366649	NA
ENSMUSG00000083679	26.61897	0.0001479015	0.016133118	0.7726755	0.9984822
ENSMUSG00000083681	0.08212348	2.0215e-05	0.099638636	0.9929815	NA
ENSMUSG00000083684	0.06348594	0	0.099713563	1	NA
ENSMUSG00000083686	0.1383774	0	0.099713563	1	NA
ENSMUSG00000083688	0.1538251	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083689	0.1534249	-2.61836e-06	0.099673708	0.9990911	NA
ENSMUSG00000083691	0.04285678	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083692	1.169112	0.0006608934	0.047501093	0.5527211	NA
ENSMUSG00000083695	7.103616	0.0002010242	0.023186192	0.7268666	0.9984822
ENSMUSG00000083700	0.8078817	0.0001051959	0.049314624	0.9317607	NA
ENSMUSG00000083705	0.0671665	-0.001108649	0.107243853	0.6464949	NA
ENSMUSG00000083708	0.04285678	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083713	0.04285678	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083716	6.516151	0.0003894343	0.0212741	0.48549	0.9984822
ENSMUSG00000083718	6.986571	-0.7070988	1.78513279	0.000266456	0.09802165
ENSMUSG00000083723	1.49375	-0.0009289282	0.062266668	0.5287573	NA
ENSMUSG00000083728	0.6599758	-0.002963144	0.138184751	0.3142375	NA
ENSMUSG00000083731	0.05444717	0	0.099713563	1	NA
ENSMUSG00000083732	2.019406	0.0002021809	0.040892873	0.8399632	0.9984822
ENSMUSG00000083734	5.355803	-0.7008546	1.986950142	0.0002752228	0.09802165
ENSMUSG00000083736	1.78916	0.0002919684	0.039759094	0.7615653	NA
ENSMUSG00000083738	0.04285678	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083744	23.14721	0.0002258566	0.017616226	0.6616729	0.9984822
ENSMUSG00000083745	1.205619	-0.004797187	0.164957405	0.1748251	NA
ENSMUSG00000083754	0.6030422	0.0008612227	0.073273152	0.6268935	NA
ENSMUSG00000083757	1.083535	9.290498e-05	0.05807608	0.949051	NA
ENSMUSG00000083760	0.07489147	0	0.099713563	1	NA
ENSMUSG00000083761	0.3288639	-0.001381632	0.09662407	0.538494	NA
ENSMUSG00000083764	0.05444717	0	0.099713563	1	NA
ENSMUSG00000083767	0.2508115	-2.60287e-05	0.098943604	0.9909231	NA
ENSMUSG00000083772	1.859029	-0.0002647348	0.0432973	0.8026327	NA
ENSMUSG00000083773	8.989859	6.789678e-05	0.026567209	0.9167334	0.9984822
ENSMUSG00000083774	0.8462688	0.0001046551	0.050686596	0.9340281	NA
ENSMUSG00000083777	0.2199919	-0.001449703	0.111818206	0.5606425	NA
ENSMUSG00000083780	0.05980673	-0.001265559	0.109235814	0.6053751	NA
ENSMUSG00000083783	0.04285678	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083786	0.1269719	0	0.099713563	1	NA
ENSMUSG00000083794	0.9856266	-0.003605807	0.150196933	0.2546607	NA
ENSMUSG00000083795	2.137491	-0.0003303291	0.03563605	0.6974137	0.9984822
ENSMUSG00000083796	0.2797986	-0.00189463	0.118882317	0.467627	NA
ENSMUSG00000083798	1.529162	-0.0004198182	0.036750223	0.6277545	NA
ENSMUSG00000083806	0.2090954	2.021484e-05	0.099638636	0.9929815	NA
ENSMUSG00000083808	2.205851	0.0001807845	0.038081702	0.8457152	0.9984822
ENSMUSG00000083811	1.807074	-0.0004752692	0.039894094	0.6129544	NA
ENSMUSG00000083813	0.1832827	-0.001032312	0.10603727	0.6669145	NA
ENSMUSG00000083816	1.105033	-0.004909214	0.132063521	0.1096294	NA
ENSMUSG00000083817	0.08799715	0	0.099713563	1	NA
ENSMUSG00000083818	0.2713646	-0.001123305	0.107134041	0.6419876	NA
ENSMUSG00000083819	0.152088	-0.001497432	0.112525105	0.5496624	NA
ENSMUSG00000083820	0.3045825	0.0001414873	0.083339553	0.9442288	NA
ENSMUSG00000083822	0.3205746	-0.002236154	0.111722583	0.3746272	NA
ENSMUSG00000083823	0.3735572	-0.001600554	0.114099	0.5267847	NA
ENSMUSG00000083826	0.1844277	0.0001577853	0.099568865	0.9452398	NA
ENSMUSG00000083827	9.747553	-0.0002784885	0.020469428	0.6051332	0.9984822
ENSMUSG00000083829	0.324365	0.0003522162	0.076314612	0.8509909	NA
ENSMUSG00000083831	0.9856266	-0.003605807	0.150196933	0.2546607	NA
ENSMUSG00000083832	0.194798	0	0.099713563	1	NA
ENSMUSG00000083833	5.955976	-0.001883618	0.059098614	0.1451944	0.9805731
ENSMUSG00000083834	1.940426	-0.0004976204	0.037700626	0.5710613	0.9984822
ENSMUSG00000083836	7.267672	-0.005867314	0.10966407	0.0355168	0.8060921
ENSMUSG00000083837	0.170237	0.0001577853	0.099568865	0.9452398	NA
ENSMUSG00000083838	0.3691434	0.0003197481	0.081286604	0.8716831	NA
ENSMUSG00000083844	80.66932	-0.00109596	0.017029715	0.1711135	0.9805731
ENSMUSG00000083847	0.05630951	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083849	1.09996	-0.003870829	0.155175316	0.2349806	NA
ENSMUSG00000083853	2.785053	0.0001001518	0.033821959	0.9032916	0.9984822
ENSMUSG00000083854	1.204027	9.982968e-05	0.040206689	0.9196411	NA
ENSMUSG00000083856	1.361909	0.003712701	0.114595743	0.1544113	NA
ENSMUSG00000083860	0.2266236	0	0.090038825	1	NA
ENSMUSG00000083863	21.96121	-0.004806999	0.086639843	0.03069508	0.7663157
ENSMUSG00000083864	0.0392667	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083875	0.0392667	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083876	2.146518	-0.0002893101	0.036749521	0.7433257	0.9984822
ENSMUSG00000083877	3.323468	-0.005756953	0.130761943	0.06781802	0.935845
ENSMUSG00000083878	0.1700524	0	0.099713563	1	NA
ENSMUSG00000083879	4.015541	-0.03034329	0.295153264	0.007244747	0.4908763
ENSMUSG00000083885	0.09797026	0	0.099713563	1	NA
ENSMUSG00000083889	6.040624	0.0003230463	0.02829795	0.6313447	0.9984822
ENSMUSG00000083892	0.4278973	-0.0009828973	0.074321721	0.5816901	NA
ENSMUSG00000083893	0.0392667	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083898	0.4399838	-0.002474548	0.129159317	0.3741279	NA
ENSMUSG00000083899	48.63175	-0.003001222	0.035808566	0.02828165	0.7586275
ENSMUSG00000083900	0.3614178	-0.0006895159	0.10175892	0.7674799	NA
ENSMUSG00000083902	0.8828302	0.0001623757	0.042916666	0.8779673	NA
ENSMUSG00000083904	0.2474619	0.0008450863	0.103114576	0.7195414	NA
ENSMUSG00000083906	1.3815	-0.000967413	0.05478956	0.4417417	NA
ENSMUSG00000083907	2.411237	-0.005771928	0.190150811	0.1441146	0.9805731
ENSMUSG00000083909	4.273374	-0.0002041213	0.024041011	0.7299718	0.9984822
ENSMUSG00000083913	0.0392667	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083914	0.4783847	-0.001314449	0.093569234	0.5482567	NA
ENSMUSG00000083919	0.04352309	0	0.099713563	1	NA
ENSMUSG00000083921	0.07217922	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083922	0.04274973	0	0.099713563	1	NA
ENSMUSG00000083925	0.5620881	-0.002300467	0.123490287	0.3939207	NA
ENSMUSG00000083927	0.2199919	-0.001449703	0.111818206	0.5606425	NA
ENSMUSG00000083928	0.2199919	-0.001449703	0.111818206	0.5606425	NA
ENSMUSG00000083929	26.32284	-0.0003477565	0.019378445	0.5188876	0.9984822
ENSMUSG00000083935	2.543155	7.25599e-05	0.027441363	0.9136723	0.9984822
ENSMUSG00000083936	0.2368313	-0.0003724904	0.09065782	0.8627629	NA
ENSMUSG00000083937	0.2007197	0.0005471117	0.100770792	0.8132864	NA
ENSMUSG00000083939	0.1163675	-0.0003267101	0.100200774	0.887377	NA
ENSMUSG00000083943	0.8305105	-0.002216585	0.116015857	0.391692	NA
ENSMUSG00000083951	4.026691	-0.000568906	0.033566804	0.4592255	0.9984822
ENSMUSG00000083953	2.988643	0.0004544864	0.043339017	0.6607051	0.9984822
ENSMUSG00000083961	0.05980673	-0.001265559	0.109235814	0.6053751	NA
ENSMUSG00000083962	0.118418	-0.001381887	0.110839271	0.5766761	NA
ENSMUSG00000083964	4.130389	5.863362e-05	0.023751168	0.9206809	0.9984822
ENSMUSG00000083973	0.5768197	-0.002683699	0.128905718	0.3384111	NA
ENSMUSG00000083974	0.02933238	0	0.099713563	1	NA
ENSMUSG00000083979	1.105667	-0.003783656	0.111832793	0.1376356	NA
ENSMUSG00000083982	0.2673386	-0.001108649	0.107243852	0.6464949	NA
ENSMUSG00000083990	0.9029489	-0.0008348567	0.074359206	0.6428936	NA
ENSMUSG00000083992	13.4359	-0.0001729949	0.01593029	0.7379809	0.9984822
ENSMUSG00000083993	0.05630951	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000083995	0.2199919	-0.001449703	0.111818206	0.5606425	NA
ENSMUSG00000084004	0.1131425	0	0.099713563	1	NA
ENSMUSG00000084010	8.206115	-0.0002832138	0.026029328	0.6519257	0.9984822
ENSMUSG00000084011	0.1674398	-0.001381887	0.110839271	0.5766761	NA
ENSMUSG00000084013	2.621415	-4.554603e-05	0.028577626	0.9478728	0.9984822
ENSMUSG00000084017	0.08549945	0	0.099713563	1	NA
ENSMUSG00000084020	1.431948	-0.0004011251	0.039398941	0.6689197	NA
ENSMUSG00000084021	0.08571357	4.399765e-05	0.099605032	0.9847219	NA
ENSMUSG00000084024	7.882685	0.000191633	0.019903263	0.7157969	0.9984822
ENSMUSG00000084029	18.37031	-7.827017e-05	0.020957124	0.8842428	0.9984822
ENSMUSG00000084033	1.012881	-0.001335954	0.092752344	0.5385576	NA
ENSMUSG00000084038	0.3285422	-0.001449703	0.111818206	0.5606425	NA
ENSMUSG00000084048	0.6641007	0.001571127	0.080578281	0.4005288	NA
ENSMUSG00000084050	0.2744391	-0.001449703	0.111818201	0.5606426	NA
ENSMUSG00000084052	5.363294	5.949229e-05	0.029997245	0.9350904	0.9984822
ENSMUSG00000084058	0.3501147	0	0.099713563	1	NA
ENSMUSG00000084064	0.411818	-0.0003597726	0.082156842	0.8569732	NA
ENSMUSG00000084067	0.9237756	-2.674769e-05	0.038760917	0.9776259	NA
ENSMUSG00000084071	3.962062	0.0004011881	0.097070613	0.8591164	0.9984822
ENSMUSG00000084074	0.07489147	0	0.099713563	1	NA
ENSMUSG00000084081	2.160929	-0.001694226	0.069322527	0.2724442	0.9984822
ENSMUSG00000084086	0.08636993	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000084087	2.010674	0.0001171786	0.031592951	0.8786405	0.9984822
ENSMUSG00000084088	3.259123	0.0003037662	0.032469222	0.6943095	0.9984822
ENSMUSG00000084090	1.319952	-0.004252692	0.162329419	0.2105076	NA
ENSMUSG00000084093	0.1026536	-0.0008252543	0.103842162	0.7269851	NA
ENSMUSG00000084094	1.10751	-0.0009696645	0.062585761	0.5113094	NA
ENSMUSG00000084098	1.027737	3.546198e-05	0.053909798	0.9790279	NA
ENSMUSG00000084099	0.9891664	-0.007323887	0.166613042	0.07079935	NA
ENSMUSG00000084105	0.2724935	-0.0008293681	0.102123605	0.7228848	NA
ENSMUSG00000084106	33.92645	0.0004719503	0.014988516	0.4322609	0.9984822
ENSMUSG00000084110	0.04284684	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000084111	26.91004	0.001876187	0.03110226	0.05924619	0.9045668
ENSMUSG00000084128	0.1249803	0.0002985255	0.099753292	0.8967419	NA
ENSMUSG00000084129	0.03783412	-0.001108649	0.107243853	0.6464949	NA
ENSMUSG00000084131	3.713677	-0.004357044	0.098149797	0.06087021	0.9090073
ENSMUSG00000084132	1.187262	-0.0002540359	0.048511074	0.8321637	NA
ENSMUSG00000084133	0.2539438	0	0.099713563	1	NA
ENSMUSG00000084139	0.2199919	-0.001449703	0.111818206	0.5606425	NA
ENSMUSG00000084141	0.5898323	0.0005152744	0.075084465	0.7795555	NA
ENSMUSG00000084145	5.078342	-0.0001413921	0.025410008	0.8200118	0.9984822
ENSMUSG00000084146	2.783527	0.00110161	0.048023222	0.296823	0.9984822
ENSMUSG00000084147	0.5539884	-0.001111952	0.086517909	0.5883645	NA
ENSMUSG00000084148	0.05980673	-0.001265559	0.109235814	0.6053751	NA
ENSMUSG00000084154	0.357442	-0.0009251056	0.090089541	0.6647758	NA
ENSMUSG00000084157	0.1538652	-0.0003480522	0.100537028	0.8803288	NA
ENSMUSG00000084159	4.014034	-0.0008515677	0.038162355	0.3163087	0.9984822
ENSMUSG00000084166	2.046414	-0.0006822776	0.043592788	0.4960933	0.9984822
ENSMUSG00000084168	0.6358885	-0.0001006859	0.055832887	0.9425435	NA
ENSMUSG00000084170	0.6501572	5.37061e-05	0.073289042	0.976395	NA
ENSMUSG00000084178	0.1796573	-0.001032312	0.10603727	0.6669145	NA
ENSMUSG00000084179	1.460027	0.001046048	0.073088547	0.5489472	NA
ENSMUSG00000084180	0.5485341	-0.00251194	0.129837856	0.3689916	NA
ENSMUSG00000084181	0.6608829	-0.0003341994	0.061330213	0.8264808	NA
ENSMUSG00000084183	0.1627144	-0.001381887	0.110839268	0.5766761	NA
ENSMUSG00000084192	0.9407469	-0.0009090873	0.067390968	0.5738048	NA
ENSMUSG00000084193	0.1460795	-0.001265559	0.109235814	0.6053751	NA
ENSMUSG00000084195	0.05980673	-0.001265559	0.109235814	0.6053751	NA
ENSMUSG00000084199	0.09371387	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000084201	0.2199919	-0.001449703	0.111818206	0.5606425	NA
ENSMUSG00000084202	0.9704393	-0.001285516	0.095449861	0.5636744	NA
ENSMUSG00000084203	0.09414363	-0.0006830359	0.10260757	0.7707656	NA
ENSMUSG00000084215	0.09797026	0	0.099713563	1	NA
ENSMUSG00000084216	0.05444717	0	0.099713563	1	NA
ENSMUSG00000084221	0.1747357	-0.0008252543	0.103842162	0.7269851	NA
ENSMUSG00000084222	0.05980673	-0.001265559	0.109235814	0.6053751	NA
ENSMUSG00000084230	2.151214	-0.0007548356	0.044509741	0.4566543	0.9984822
ENSMUSG00000084231	0.2628487	-0.0009899759	0.105553159	0.6788238	NA
ENSMUSG00000084234	1.781551	-0.0001163451	0.041139468	0.9085864	NA
ENSMUSG00000084235	6.104585	-0.0002541618	0.020076254	0.6332086	0.9984822
